,A22,read_count,chromosome,start,end,length,rpkm,tpm
2090,C1_10700C_A,743,C1,2374926,2375831,905,93.50911134972729,110.7100393315952
2092,C1_10710C_A,658,C1,2376074,2377636,1562,47.97981391635556,56.8056632036193
2094,C1_10720C_A,886,C1,2378686,2380479,1793,56.28168971268694,66.63466256711872
2096,C1_10730W_A,1100,C1,2381413,2383287,1874,66.85544652879275,79.15345368914782
2098,C1_10740C_A,18060,C1,2383419,2384576,1157,1777.8621424663588,2104.8984946767832
2100,C1_10750C_A,277,C1,2386240,2386703,463,68.14162297703369,80.67622129025969
2102,C1_10760W_A,596,C1,2386721,2388169,1448,46.880409122171486,55.50402375641887
2104,C1_10770W_A,399,C1,2388397,2389050,653,69.59425812500083,82.396067538872
2106,C1_10780C_A,1750,C1,2389133,2389591,458,435.19737374191317,515.2515906581189
2108,C1_10790W_A,13205,C1,2390629,2393109,2480,606.4575678986128,718.0149637385555
2110,C1_10800C_A,173,C1,2393472,2395103,1631,12.081082144544713,14.303387767086061
2112,C1_10810W_A,23,C1,2396156,2396764,608,4.308617608080181,5.101184451120888
2114,C1_10820C_A,530,C1,2396747,2398237,1490,40.51382953101131,47.966316823145455
2116,C1_10830W_A,196,C1,2398464,2399432,968,23.061864135811135,27.304076027271556
2118,C1_10840C_A,2005,C1,2399586,2401076,1490,153.26458152769374,181.457481566805
2120,C1_10850W_A,53,C1,2403460,2404254,794,7.602721158842173,9.001235776635609
2122,C1_10860C_A,513,C1,2404309,2405646,1337,43.70183299504539,51.74075103386586
2124,C1_10870W_A,3107,C1,2406453,2407245,792,446.8170808217784,529.0087337778118
2126,C1_10880W_A,655,C1,2407718,2409013,1295,57.60832218371165,68.20532804480048
2128,C1_10890C_A,795,C1,2409010,2409846,836,108.31149402130417,128.23530873173456
2130,C1_10900C_A,1,C1,2410214,2410321,107,1.0644614001270825,1.2602682431050385
2132,C1_10910C_A,512,C1,2410846,2412303,1457,40.0243331122595,47.38677792056722
2134,C1_10920W_A,277,C1,2412526,2414079,1553,20.315242394312044,24.05221536213151
2136,C1_10930C_A,503,C1,2414144,2415460,1316,43.533721136960274,51.54171513081784
2138,C1_10940C_A,791,C1,2415772,2416490,718,125.47746451609457,148.5589460886924
2140,C1_10950C_A,623,C1,2416729,2418210,1481,47.91226292631429,56.72568626173192
2142,C1_10960W_A,230,C1,2418401,2419166,765,34.24365366944772,40.542747010215685
2144,C1_10970W_A,816,C1,2419611,2421629,2018,46.05562624771845,54.52752271654466
2146,C1_10980W_A,10,C1,2423223,2423756,533,2.136911253538421,2.5299944092352553
2148,C1_10990C_A,817,C1,2424019,2425581,1562,59.573720318636006,70.53225963124159
2150,C1_11000C_A,318,C1,2426349,2426756,407,88.99106535804451,105.36090230931704
2152,C1_11010C_A,664,C1,2427065,2428255,1190,63.55281811447813,75.24330935808972
2154,C1_11020W_A,328,C1,2429970,2432009,2039,18.32189176010794,21.692189436005116
2156,C1_11030W_A,1541,C1,2432310,2433429,1119,156.85062277279204,185.70317229746246
2158,C1_11040W_A,1640,C1,2433984,2434175,191,977.9669449963375,1157.8632005239378
2160,C1_11050W_A,49,C1,2434511,2435489,978,5.706514438513594,6.756223311451653
2162,C1_11060C_A,6731,C1,2435729,2436897,1168,656.3725994994238,777.1118264078609
2164,C1_11070W_A,747,C1,2438057,2440174,2117,40.18957735038148,47.582418707200105
2166,C1_11080W_A,4367,C1,2441889,2442974,1085,458.4237916829325,542.7504900345145
2168,C1_11090C_A,952,C1,2443283,2444914,1631,66.480868217379,78.70997198997648
2170,C1_11100W_A,374,C1,2445467,2446003,536,79.4731647579955,94.09219132943552
2172,C1_11110C_A,154,C1,2446099,2446473,374,46.89891698206971,55.525936122686694
2174,C1_11120C_A,1471,C1,2446811,2447839,1028,162.97960213599458,192.95957262646277
2176,C1_11130W_A,98,C1,2448571,2449272,701,15.922884795624237,18.851887014549835
2178,C1_11140W_A,651,C1,2449578,2451047,1469,50.47460023733982,59.759363519378944
2180,C1_11150W_A,490,C1,2451373,2452068,695,80.30174274627761,95.07318559136282
2182,C1_11160C_A,167,C1,2452098,2452403,305,62.36347789793718,73.83519093784896
2184,C1_11170W_A,1483,C1,2452925,2454238,1313,128.64417321672934,152.30816838092204
2186,C1_11180C_A,3,C1,2454370,2454459,89,3.8392371847280176,4.545461865581094
2188,C1_11190W_A,680,C1,2454869,2455636,767,100.97811143839182,119.5529561516592
2190,C1_11200W_A,31899,C1,2456985,2464640,7655,474.6194904877802,561.9253749821575
2192,C1_11210C_A,2195,C1,2464977,2466881,1904,131.30500354036096,155.45845636389961
2194,C1_11220C_A,2224,C1,2468077,2469486,1409,179.77838925865268,212.84848351683448
2196,C1_11230W_A,201,C1,2469709,2470272,563,40.663181762936354,48.1431422814566
2198,C1_11240C_A,2840,C1,2470408,2471229,821,393.9933377230425,466.46810440287345
2200,C1_11250W_A,1097,C1,2472572,2473468,896,139.44800746151432,165.09935949489542
2202,C1_11260C_A,612,C1,2473804,2473941,137,508.79700967826193,602.3898221276667
2204,C1_11270W_A,9464,C1,2475446,2476084,638,1689.5371597427743,2000.3262003821803
2206,C1_11280W_A,771,C1,2476659,2477750,1091,80.49025859421074,95.2963787822515
2208,C1_11290W_A,201,C1,2477968,2479077,1109,20.643256386414038,24.440567271830535
2210,C1_11300C_A,441,C1,2479082,2480827,1745,28.78437827380897,34.079242170428344
2212,C1_11310C_A,1612,C1,2481346,2483355,2009,91.39002495745133,108.20114865292656
2214,C1_11320C_A,563,C1,2485116,2485428,312,205.52634360594737,243.33275395157253
2216,C1_11330C_A,1060,C1,2486989,2487297,308,391.98445455329124,464.08968874342037
2218,C1_11340W_A,100,C1,2487814,2489685,1871,6.087513084639115,7.2073063608893175
2220,C1_11350C_A,319,C1,2489747,2491225,1478,24.582720548401703,29.10469278883916
2222,C1_11360W_A,2258,C1,2491976,2492601,625,411.4884176625663,487.1813906298175
2224,C1_11370C_A,583,C1,2492859,2495039,2180,30.459709450150246,36.06274920786028
2226,C1_11380W_A,479,C1,2495591,2496394,803,67.94127041184728,80.43901402722607
2228,C1_11390W_A,4,C1,2496926,2497660,734,0.6206941134256013,0.7348703106934011
2230,C1_11400C_A,845,C1,2497783,2501832,4049,23.769641267594512,28.142048209518908
2232,C1_11410C_A,81,C1,2503463,2503804,341,27.054800454256377,32.03150986214477
2234,C1_11420W_A,540,C1,2504035,2505111,1076,57.16039005515134,67.67499915112371
2236,C1_11430W_A,279,C1,2506060,2508006,1946,16.329581797530214,19.33339561223778
2238,C1_11440C_A,315,C1,2508110,2511814,3704,9.686196406933941,11.46796466896742
2240,C1_11450C_A,4906,C1,2513459,2514616,1157,482.9563494429655,571.7957926292526
2242,C1_11470C_A,192,C1,2517426,2518211,785,27.857700642306735,32.98210291254765
2244,C1_11480W_A,5279,C1,2522233,2523870,1637,367.2964051594276,434.8602919502812
2246,C1_11490C_A,26,C1,2524641,2526899,2258,1.3114843291202587,1.5527308469079795
2248,C1_11500C_A,514,C1,2528376,2529182,806,72.63430283398176,85.99532609713512
2250,C1_11510C_A,1438,C1,2529466,2530416,950,172.40465030731968,204.1183510458946
2252,C1_11520C_A,782,C1,2531200,2531787,587,151.73380441947788,179.64511920540204
2254,C1_11530C_A,64,C1,2532303,2533463,1160,6.283992817301949,7.4399283868821575
2256,C1_11540C_A,5576,C1,2534053,2538045,3992,159.0911157516587,188.3558022094803
2258,C1_11550W_A,955,C1,2538443,2539003,560,194.2356931642606,229.96519718158638
2260,C1_11560C_A,272,C1,2539189,2540280,1091,28.396044536479025,33.6194747454895
2262,C1_11570W_A,97,C1,2540442,2541055,613,18.022911699704718,21.338212227059042
2264,C1_11580W_A,342,C1,2541281,2541658,377,103.32334343833014,122.32959174585088
2266,C1_11590W_A,2676,C1,2542175,2547307,5132,59.389976933201055,70.31471679359936
2268,C1_11600W_A,273,C1,2547617,2548264,647,48.058704728148705,56.899065918610944
2270,C1_11610C_A,847,C1,2548322,2549842,1520,63.467810679024595,75.14266487129376
2272,C1_11620W_A,132,C1,2550020,2550913,893,16.83589341029666,19.932842850633328
2274,C1_11630C_A,56,C1,2550972,2552126,1154,5.527082070677192,6.5437844997273755
2276,C1_11640C_A,316,C1,2552572,2553426,854,42.14469421674112,49.89717779375593
2278,C1_11650W_A,2109,C1,2554159,2554632,473,507.84260663187706,601.2598573864954
2280,C1_11660W_A,8037,C1,2555723,2557429,1706,536.5727791277174,635.2749226684441
2282,C1_11670W_A,5032,C1,2558239,2559036,797,719.1111228381736,851.3910521023679
2284,C1_11680C_A,215,C1,2559106,2559327,221,110.80513352906577,131.18765127887517
2286,C1_11690W_A,1314,C1,2560903,2562321,1418,105.54382505999124,124.95852922713836
2288,C1_11700C_A,2546,C1,2562559,2563638,1079,268.7513471227249,318.1879474728089
2290,C1_11710C_A,5,C1,2564631,2565422,791,0.7199580898457512,0.8523938180293243
2292,C1_11720W_A,312,C1,2568085,2568453,368,96.56516136370253,114.32824735820273
2294,C1_11730W_A,2772,C1,2568686,2572051,3365,93.82570850617927,111.08487428764542
2296,C1_11740W_A,214,C1,2572482,2573666,1184,20.586180016984745,24.37299174883376
2298,C1_11750W_A,658,C1,2574666,2576585,1919,39.05391836234882,46.23785613551503
2300,C1_11760C_A,547,C1,2576806,2577432,626,99.52374007673805,117.83105431420894
2302,C1_11770C_A,3060,C1,2578004,2580928,2924,119.19492189795123,141.12073466397118
2304,C1_11780W_A,30,C1,2583710,2583821,111,30.78307292259401,36.44559513844301
2306,C1_11790W_A,195,C1,2584053,2584727,674,32.95250313598157,39.01409034478728
2308,C1_11800C_A,69,C1,2584789,2585226,437,17.983795233725974,21.291900317721968
2310,C1_11810W_A,520,C1,2585501,2587936,2435,24.32305228052192,28.79725874594018
2312,C1_11820W_A,1,C1,2588555,2588663,108,1.0546052760518319,1.2485990927059178
2314,C1_11830W_A,1,C1,2589041,2589134,93,1.224702901221482,1.4499860431423561
2316,C1_11850W_A,4762,C1,2593187,2594629,1442,376.1298717422697,445.3186678101822
2318,C1_11860W_A,3326,C1,2595221,2598883,3662,103.44692845440372,122.47591012908445
2320,C1_11870W_A,1853,C1,2600115,2601776,1661,127.06311033389332,150.43627021594165
2322,C1_11880W_A,351,C1,2602121,2602543,422,94.73454219093091,112.16088721871073
2324,C1_11890W_A,892,C1,2603042,2604070,1028,98.82923528572887,117.00879590945262
2326,C1_11900C_A,372,C1,2604245,2605468,1223,34.644171357856415,41.01693961451591
2328,C1_11910W_A,128,C1,2605723,2606970,1247,11.69114942753851,13.841727231408667
2330,C1_11920W_A,806,C1,2607298,2608521,1223,75.06237127535556,88.87003583145113
2332,C1_11930W_A,3863,C1,2610679,2613744,3065,143.55156267208108,169.95776048067853
2334,C1_11940C_A,173,C1,2613981,2615726,1745,11.291830932809415,13.368954411528579
2336,C1_11950W_A,329,C1,2616918,2617940,1022,36.6655916523226,43.41019859298109
2338,C1_11960C_A,207,C1,2618147,2618401,254,92.82187224966438,109.89638313595866
2340,C1_11970C_A,363,C1,2619019,2620410,1391,29.72303755739469,35.190567095933
2342,C1_11980W_A,117,C1,2620858,2621370,512,26.027328648810446,30.81503542076558
2344,C1_11990W_A,84,C1,2623918,2624403,485,19.726554771839627,23.355239111398117
2346,C1_12000C_A,31,C1,2624649,2626028,1379,2.560419480943824,3.0314066442200236
2348,C1_12010C_A,133,C1,2626511,2629225,2714,5.581558653356121,6.608282007232058
2350,C1_12020W_A,3,C1,2631951,2632376,425,0.8039814339783378,0.951873190674629
2352,C1_12030W_A,2239,C1,2632863,2634254,1391,183.33300576034907,217.0569689470909
2354,C1_12040W_A,13,C1,2634434,2634865,431,3.435419507138682,4.067362241668466
2356,C1_12050W_A,4802,C1,2635306,2638164,2858,191.36989847617102,226.57224179943046
2358,C1_12060C_A,172,C1,2638267,2638986,719,27.246658703670136,32.25866028665526
2360,C1_12070C_A,302,C1,2639138,2641018,1880,18.29627961899284,21.66186596154054
2362,C1_12080W_A,838,C1,2641810,2643402,1592,59.9535150149466,70.98191726523642
2364,C1_12090C_A,37,C1,2643534,2644889,1355,3.110112681256915,3.6822154793009947
2366,C1_12100C_A,1097,C1,2645318,2647321,2003,62.37913863480621,73.85373245503061
2368,C1_12110C_A,36,C1,2647733,2648113,380,10.790277140235585,12.775140190633179
2370,C1_12120W_A,337,C1,2648544,2650742,2198,17.46288154102933,20.67516495820045
2372,C1_12130C_A,818,C1,2650824,2653223,2399,38.83620196228555,45.98009097374389
2374,C1_12140W_A,791,C1,2653555,2654043,488,184.61643344786046,218.5764821550843
2376,C1_12150C_A,245,C1,2654122,2654799,677,41.218398233872186,48.80049038847649
2378,C1_12160W_A,934,C1,2655467,2655976,509,208.99831710393002,247.44339426214407
2380,C1_12170C_A,625,C1,2656050,2657330,1280,55.61395010429582,65.84409277941363
2382,C1_12180C_A,403,C1,2657594,2658760,1166,39.36590054449393,46.607227196339934
2384,C1_12190W_A,263,C1,2659187,2661355,2168,13.81688572923258,16.358491065137862
2386,C1_12200W_A,346,C1,2661669,2664584,2915,13.51920753190561,16.00605519596389
2388,C1_12210W_A,599,C1,2664810,2666372,1562,43.67767254695589,51.71214629022486
2390,C1_12220W_A,69,C1,2666903,2668348,1445,5.4386979357358145,6.439142172210726
2392,C1_12230W_A,1939,C1,2669523,2672528,3005,73.49317805942303,87.01219074932834
2394,C1_12240C_A,396,C1,2672727,2674139,1412,31.942888417977862,37.81875778813506
2396,C1_12250C_A,2921,C1,2674414,2676231,1817,183.10083501679654,216.7820905766376
2398,C1_12260W_A,249,C1,2677427,2678068,641,44.244064092957665,52.3827251186389
2400,C1_12270W_A,224,C1,2678223,2679232,1009,25.285441861492487,29.936679138495105
2402,C1_12280C_A,98,C1,2679385,2680083,698,15.991321263227206,18.93291231690463
2404,C1_12290C_A,1843,C1,2680478,2682487,2009,104.48623821127966,123.70640010381119
2406,C1_12300W_A,5,C1,2683626,2683973,347,1.641172475700257,1.943064870493359
2408,C1_12310C_A,260,C1,2685652,2686530,878,33.72815051427727,39.932417452371496
2410,C1_12320C_A,990,C1,2687249,2687452,203,555.4600793865117,657.6365270547623
2412,C1_12330W_A,40,C1,2687808,2689043,1235,3.6889836376873792,4.3675692959429675
2414,C1_12340C_A,866,C1,2689209,2690219,1010,97.65853688967894,115.62274845801889
2416,C1_12350W_A,1269,C1,2690712,2693726,3014,47.954798372082166,56.77604606951939
2418,C1_12360C_A,1240,C1,2693848,2694471,623,226.6978147172734,268.3987006343122
2420,C1_12370W_A,205,C1,2695803,2696300,497,46.97980042613191,55.62169801309662
2422,C1_12380C_A,1002,C1,2696433,2697707,1274,89.58019195700552,106.0583982859212
2424,C1_12390C_A,2818,C1,2698188,2699014,826,388.5748040371897,460.0528356785591
2426,C1_12400C_A,470,C1,2699565,2699942,377,141.9940684678806,168.11376643435645
2428,C1_12410C_A,2079,C1,2700195,2703026,2831,83.64275232867182,99.02877127638472
2430,C1_12420C_A,19,C1,2703220,2703618,398,5.437311624267235,6.437500849830511
2432,C1_12430W_A,822,C1,2704534,2707485,2951,31.72607183557351,37.56205796477823
2434,C1_12440W_A,66,C1,2707766,2708623,857,8.77155940221407,10.385080901759371
2436,C1_12450C_A,1788,C1,2708975,2716906,7931,25.677530856980574,30.400892598396617
2438,C1_12460C_A,36,C1,2718577,2718870,293,13.994216086312361,16.56844120286897
2440,C1_12470W_A,108,C1,2719965,2720702,737,16.69052366332234,19.76073245226842
2442,C1_12480W_A,87,C1,2720860,2721362,502,19.73918560514544,23.370193376623114
2444,C1_12490W_A,1716,C1,2723178,2727197,4019,48.63097452105845,57.57660429285949
2446,C1_12500C_A,3,C1,2727470,2727566,96,3.5592928066749328,4.214021937882473
2448,C1_12510W_A,896,C1,2729345,2733526,4181,24.408525078446228,28.898454198269853
2450,C1_12520W_A,255,C1,2734096,2736375,2279,12.74411114632183,15.088380435770503
2452,C1_12530C_A,294,C1,2736499,2737875,1376,24.335629887498378,28.812149993894113
2454,C1_12540W_A,150,C1,2738222,2738758,536,31.87426394037253,37.73750989148483
2456,C1_12550C_A,346,C1,2738857,2741595,2738,14.393166528672335,17.04077826743416
2458,C1_12560C_A,6,C1,2741867,2742981,1114,0.6134508248488215,0.7262946248415034
2460,C1_12570C_A,661,C1,2743121,2744461,1340,56.18370257222998,66.51865076872392
2462,C1_12580W_A,741,C1,2744834,2746261,1427,59.14362370839243,70.02304708554252
2464,C1_12590W_A,817,C1,2746753,2747097,344,270.5062533072949,320.2656672790679
2466,C1_12600C_A,1363,C1,2747573,2749495,1922,80.77113166281679,95.62891823240474
2468,C1_12610W_A,442,C1,2749614,2750276,662,76.0462801474475,90.03493397191797
2470,C1_12620W_A,2218,C1,2752402,2756802,4400,57.4146286924,67.97600478707872
2472,C1_12630C_A,210,C1,2756957,2757631,674,35.48731106951862,42.015174217463226
2474,C1_12640W_A,96,C1,2758065,2758466,401,27.267200753380035,32.28298103036149
2476,C1_12650C_A,253,C1,2758614,2759110,496,58.09684387669406,68.78371292156551
2478,C1_12660W_A,575,C1,2759575,2761665,2090,31.335400786037685,37.099523280879176
2480,C1_12670C_A,170,C1,2761699,2764434,2735,7.0795440103516025,8.38182060039512
2482,C1_12680W_A,802,C1,2764631,2766184,1553,58.81886065067963,69.6385441170739
2484,C1_12690C_A,67,C1,2766270,2766920,650,11.740190426940085,13.899789284338496
2486,C1_12700W_A,308,C1,2767655,2769733,2078,16.881804572949058,19.987199335789054
2488,C1_12710C_A,550,C1,2770318,2771721,1403,44.64971731823151,52.86299793779866
2490,C1_12720C_A,20,C1,2772373,2772915,542,4.2028549746715065,4.975966863920263
2492,C1_12730W_A,353,C1,2774634,2775641,1007,39.92628753147968,47.27069693179783
2494,C1_12740W_A,1341,C1,2776562,2779384,2822,54.12344894402364,64.07941509511433
2496,C1_12750C_A,233,C1,2779463,2781025,1562,16.989812526612226,20.115075268150907
2498,C1_12760W_A,370,C1,2781193,2782158,965,43.67049412542094,51.70364740365645
2500,C1_12770W_A,1884,C1,2782398,2785190,2792,76.85624811204094,90.99389491083758
2502,C1_12780W_A,875,C1,2785529,2786701,1172,85.03429913557859,100.67629203132186
2504,C1_12790C_A,301,C1,2787011,2788024,1013,33.84314739772256,40.06856792268902
2506,C1_12800W_A,85,C1,2789387,2789872,485,19.96139470959962,23.63327767224809
2508,C1_12810W_A,643,C1,2790164,2791078,914,80.12692427805625,94.86620940248332
2510,C1_12820C_A,484,C1,2791182,2792130,948,58.15013395546556,68.84680566869592
2512,C1_12830C_A,1105,C1,2792654,2796280,3626,34.70948528516978,41.094267987734206
2514,C1_12840W_A,151,C1,2797709,2798062,353,48.720971223380374,57.68315581826659
2516,C1_12850W_A,4259,C1,2799737,2799970,233,2081.9266010133615,2464.8953728331608
2518,C1_12860C_A,300,C1,2800779,2802220,1441,23.712151938986363,28.073983763824938
2520,C1_12870C_A,69,C1,2802305,2802952,647,12.146705590630992,14.381082594813755
2522,C1_12880C_A,262,C1,2803586,2805145,1559,19.1411872297387,22.662193667226845
2524,C1_12890W_A,253,C1,2805473,2806783,1310,21.996972948733017,26.0432989382416
2526,C1_12900W_A,345,C1,2807779,2809950,2171,18.099766276228124,21.429204142893827
2528,C1_12910W_A,211,C1,2811809,2811973,164,146.5386892113972,173.49436661330762
2530,C1_12920C_A,273,C1,2812364,2813373,1009,30.816632268693965,36.48532770004091
2532,C1_12930C_A,94,C1,2813599,2815155,1556,6.880689436039972,8.146386882487453
2534,C1_12940C_A,12,C1,2815280,2815492,212,6.447020932845161,7.632945396919196
2536,C1_12950W_A,477,C1,2815725,2819678,3953,13.743750417679275,16.271902570158883
2538,C1_12960C_A,1772,C1,2819824,2825022,5198,38.827652810637815,45.9699692123293
2540,C1_12970C_A,1954,C1,2827148,2829403,2255,98.69421756796905,116.84894178798902
2542,C1_12980W_A,8,C1,2830700,2830795,95,9.591357457987186,11.355680169451716
2544,C1_12990W_A,33,C1,2830952,2831055,103,36.491390328628434,43.20395307188244
2546,C1_13000W_A,35,C1,2831214,2831305,91,43.80668069753763,51.864885389322744
2548,C1_13010W_A,552,C1,2831895,2835419,3524,17.840904692708857,21.122725173313277
2550,C1_13020C_A,313,C1,2835573,2836151,578,61.677987459612666,73.0236050689115
2552,C1_13030C_A,1782,C1,2836350,2838695,2345,86.55228699694301,102.47351257390623
2554,C1_13040C_A,14,C1,2839166,2839269,103,15.481195896993883,18.328949788071338
2556,C1_13050W_A,1905,C1,2839748,2840497,749,289.6855667488703,342.97300044501407
2558,C1_13060C_A,1942,C1,2840957,2843242,2285,96.80030292254136,114.60664302309338
2560,C1_13070C_A,472,C1,2843540,2844841,1301,41.32172063952205,48.922818869928406
2562,C1_13080W_A,162,C1,2848507,2849721,1214,15.198825296377965,17.99463733606486
2564,C1_13090W_A,6,C1,2853410,2853805,395,1.7300866300799673,2.048334714109961
2566,C1_13100W_A,176,C1,2854902,2855117,215,93.23691668461962,110.3877746704841
2568,C1_13110C_A,4253,C1,2856152,2859793,3641,133.04188789267553,157.51483923593875
2570,C1_13120C_A,796,C1,2861151,2866055,4904,18.48741973320226,21.888166150436856
2572,C1_13130C_A,561,C1,2866542,2868221,1679,38.056238514251575,45.056653858764825
2574,C1_13140C_A,5463,C1,2868818,2869627,809,769.1240189019592,910.6037813261587
2576,C1_13150W_A,19,C1,2871131,2871499,368,5.880570724071629,6.962297114762346
2578,C1_13160W_A,3463,C1,2874071,2875447,1376,286.64723231430906,339.37576676481393
2580,C1_13170C_A,514,C1,2875520,2879164,3644,16.065655346923517,19.020920097225822
2582,C1_13180W_A,42,C1,2879441,2880202,761,6.286057203904218,7.442372515787178
2584,C1_13190W_A,2088,C1,2880525,2881034,509,467.225359864032,553.171099806592
2586,C1_13200C_A,190,C1,2881257,2882471,1214,17.825782755011193,21.10482156698965
2588,C1_13210C_A,27,C1,2882858,2883161,303,10.149270577449311,12.016220971387645
2590,C1_13220C_A,4433,C1,2883615,2886056,2441,206.84434263977028,244.89319787802376
2592,C1_13240W_A,860,C1,2887954,2889222,1268,77.24900476316573,91.45889884110855
2594,C1_13250W_A,3074,C1,2891491,2892429,938,373.26280896268634,441.92421107209276
2596,C1_13260W_A,994,C1,2893242,2893804,562,201.44837294433495,238.50464377253684
2598,C1_13270W_A,1346,C1,2894167,2895063,896,171.10028992087354,202.5740545853503
2600,C1_13280C_A,1311,C1,2895365,2895955,590,253.0838166536047,299.6383870136364
2602,C1_13290W_A,73,C1,2896606,2898192,1586,5.242438837574175,6.206781366263213
2604,C1_13300C_A,4699,C1,2898258,2901239,2981,179.5383229634674,212.56425721419376
2606,C1_13310W_A,314,C1,2902523,2904391,1868,19.145489358388502,22.667287169080883
2608,C1_13320C_A,1021,C1,2904794,2906515,1721,67.57072317239013,80.0003049125486
2610,C1_13330C_A,1784,C1,2907207,2908241,1034,196.5115161967684,232.65965608301218
2612,C1_13350W_A,8489,C1,2911530,2913284,1754,551.2398930146135,652.6400406966351
2614,C1_13360C_A,191,C1,2913583,2914710,1127,19.302926028746395,22.85368419195889
2616,C1_13370W_A,223,C1,2914941,2916115,1174,21.634679274644224,25.614361625834178
2618,C1_13380W_A,254,C1,2916409,2917254,845,34.236605837460175,40.53440273503993
2620,C1_13390W_A,180,C1,2917513,2919603,2090,9.809342854759624,11.613763809666526
2622,C1_13400C_A,849,C1,2919985,2922180,2195,44.05415351787907,52.15788064163599
2624,C1_13410W_A,406,C1,2925344,2925812,468,98.80840201777933,116.98413037813907
2626,C1_13420C_A,1574,C1,2925999,2930585,4586,39.091683403097036,46.28256802600618
2628,C1_13430C_A,1697,C1,2931984,2933711,1727,111.918839938434,132.50622311220022
2630,C1_13440C_A,2,C1,2935419,2937365,1946,0.11705793403247465,0.1385906495500916
2632,C1_13450W_A,316,C1,2944587,2947346,2759,13.045150004022078,15.444795156168018
2634,C1_13460W_A,28,C1,2951046,2951402,356,8.958220097698707,10.606077686355887
2636,C1_13470W_A,1039,C1,2952022,2954022,2000,59.16968361816408,70.05390069535822
2638,C1_13480W_A,27194,C1,2955558,2957528,1970,1572.2462308177562,1861.4596967110815
2640,C1_13490C_A,271,C1,2957814,2959928,2114,14.600845420759233,17.286659529478147
2642,C1_13500C_A,26,C1,2960256,2960366,110,26.921196501395855,31.873329566529247
2644,C1_13510C_A,514,C1,2960894,2962522,1628,35.96022609593937,42.57508159354478
2646,C1_13520C_A,285,C1,2963189,2964004,815,39.82914159125814,47.155681071764604
2648,C1_13540W_A,359,C1,2966485,2968239,1754,23.311947413387472,27.600161928388736
2650,C1_13550C_A,585,C1,2968355,2969704,1349,49.39211367009246,58.477754393743425
2652,C1_13560W_A,285,C1,2969916,2971433,1517,21.39798971448608,25.33413320599087
2654,C1_13570W_A,914,C1,2976150,2978966,2816,36.968109378419186,43.76836421846113
2656,C1_13580W_A,2443,C1,2981409,2983799,2390,116.4231273868701,137.83907071794988
2658,C1_13590W_A,41,C1,2984915,2986141,1226,3.8089658746798625,4.509622171698045
2660,C1_13600W_A,28,C1,2986247,2987143,896,3.5592928066749328,4.214021937882473
2662,C1_13610C_A,1036,C1,2987589,2989826,2237,52.74817842060231,62.45116463329447
2664,C1_13620W_A,2122,C1,2993143,2996184,3041,79.4772176075155,94.09698969745855
2666,C1_13630W_A,3690,C1,2997002,2998684,1682,249.86997301556246,295.83335934908587
2668,C1_13640W_A,1038,C1,2999684,3001459,1775,66.60589851634623,78.85800151476295
2670,C1_13650C_A,862,C1,3001541,3002887,1346,72.94170340217039,86.35927275969549
2672,C1_13660W_A,509,C1,3003281,3005827,2546,22.770526800911746,26.959147417215124
2674,C1_13670W_A,2371,C1,3006268,3008214,1946,138.77218079549874,164.29921504163357
2676,C1_13680C_A,1877,C1,3008286,3008819,533,401.0982422891616,474.8799506134575
2678,C1_13690C_A,1702,C1,3009398,3009805,407,476.29809194777283,563.9127538693637
2680,C1_13700W_A,18421,C1,3011259,3013047,1788,1173.4359336332693,1389.2885569169223
2682,C1_13710C_A,36,C1,3013321,3013620,299,13.713395696620475,16.235964121874943
2684,C1_13720W_A,758,C1,3013880,3015796,1916,45.05960663815614,53.348286077910885
2686,C1_13730C_A,316,C1,3015898,3016878,980,36.72609067458869,43.48182636313017
2688,C1_13740W_A,808,C1,3017711,3019987,2276,40.43456713944949,47.87247417657698
2690,C1_13750C_A,120,C1,3020078,3020674,596,22.93235633830829,27.15074537159177
2692,C1_13760W_A,759,C1,3020866,3022500,1634,52.90581621084502,62.637799771903
2694,C1_13770C_A,180,C1,3022624,3023331,707,28.997915935569466,34.33205991825041
2696,C1_13780W_A,2720,C1,3025935,3030620,4685,66.12611438484228,78.2899614670844
2698,C1_13790C_A,166,C1,3030836,3031201,365,51.79989969604724,61.32845077816902
2700,C1_13800C_A,215,C1,3031379,3033394,2015,12.152821096736247,14.388323043489534
2702,C1_13810W_A,3330,C1,3035056,3037140,2084,181.99531740848408,215.47321386792527
2704,C1_13820C_A,441,C1,3037435,3038457,1022,49.147495193538795,58.188138539527834
2706,C1_13830C_A,2212,C1,3038900,3040153,1253,201.0702171011001,238.05692645736067
2708,C1_13840W_A,1123,C1,3041388,3043343,1955,65.42544567809226,77.46040529910205
2710,C1_13850C_A,143,C1,3043435,3044964,1529,10.652271996955195,12.611749109058334
2712,C1_13860C_A,13932,C1,3045790,3047977,2187,725.5684299236603,859.0361757816715
2714,C1_13870W_A,326,C1,3051419,3053002,1583,23.455807049420656,27.770484432084622
2716,C1_13880C_A,10567,C1,3053314,3056847,3533,340.66048876883343,403.3247195480699
2718,C1_13890C_A,5,C1,3060917,3060989,72,7.909539570388739,9.364493195294383
2720,C1_13900C_A,1404,C1,3061337,3063046,1709,93.57045477957365,110.78266683743928
2722,C1_13910C_A,731,C1,3063729,3065366,1637,50.86070698456935,60.21649430112816
