,A22,read_count,chromosome,start,end,length,rpkm,tpm
2198,C1_11240C_A,1701,C1,2470408,2471229,821,245.91686216470487,308.29785804339485
2200,C1_11250W_A,1024,C1,2472572,2473468,896,135.6497816996541,170.0596566413889
2202,C1_11260C_A,155,C1,2473804,2473941,137,134.28833316069776,168.35285351816327
2204,C1_11270W_A,5528,C1,2475446,2476084,638,1028.4294578075658,1289.3080864802478
2206,C1_11280W_A,724,C1,2476659,2477750,1091,78.76639478160484,98.74683087288714
2208,C1_11290W_A,286,C1,2477968,2479077,1109,30.609880856932776,38.374597903072655
2210,C1_11300C_A,505,C1,2479082,2480827,1745,34.34971191320038,43.06310073261532
2212,C1_11310C_A,1146,C1,2481346,2483355,2009,67.70672901907822,84.88169273128557
2214,C1_11320C_A,57,C1,2485116,2485428,312,21.684400199584132,27.185017227529713
2216,C1_11330C_A,977,C1,2486989,2487297,308,376.5052179561423,472.0121719847641
2218,C1_11340W_A,95,C1,2487814,2489685,1871,6.026663871610769,7.5554296944497334
2220,C1_11350C_A,862,C1,2489747,2491225,1478,69.22452493028696,86.78450339767765
2222,C1_11360W_A,5373,C1,2491976,2492601,625,1020.3847879011381,1279.2227491878555
2224,C1_11370C_A,447,C1,2492859,2495039,2180,24.337624251044595,30.51127669901983
2226,C1_11380W_A,467,C1,2495591,2496394,803,69.02850815320194,86.538763630246
2228,C1_11390W_A,3,C1,2496926,2497660,734,0.48512353809481207,0.6081833769531961
2230,C1_11400C_A,2401,C1,2497783,2501832,4049,70.38360956489525,88.2376095693944
2232,C1_11410C_A,20,C1,2503463,2503804,341,6.96149906083269,8.727401733795618
2234,C1_11420W_A,529,C1,2504035,2505111,1076,58.35398950207008,73.15647171736329
2236,C1_11430W_A,353,C1,2506060,2508006,1946,21.53074322840733,26.992382551443473
2238,C1_11440C_A,957,C1,2508110,2511814,3704,30.666775364672752,38.445924670648765
2240,C1_11450C_A,4736,C1,2513459,2514616,1157,485.85366928553725,609.0987183421915
2242,C1_11470C_A,89,C1,2517426,2518211,785,13.456976751414732,16.870567848341604
2244,C1_11480W_A,2590,C1,2522233,2523870,1637,187.79249711474716,235.42925892702968
2246,C1_11490C_A,13,C1,2524641,2526899,2258,0.6833552997491433,0.8566999974737817
2248,C1_11500C_A,455,C1,2528376,2529182,806,67.00442846051465,84.00124168778282
2250,C1_11510C_A,628,C1,2529466,2530416,950,78.46268951995782,98.36608560467707
2252,C1_11520C_A,539,C1,2531200,2531787,587,108.98778244309945,136.63438767205287
2254,C1_11530C_A,14,C1,2532303,2533463,1160,1.4325084705351405,1.7958886153939775
2256,C1_11540C_A,7577,C1,2534053,2538045,3992,225.2858458031048,282.4334333856032
2258,C1_11550W_A,1734,C1,2538443,2539003,560,367.5261272925004,460.7553822127631
2260,C1_11560C_A,259,C1,2539189,2540280,1091,28.177481006126598,35.32517844762123
2262,C1_11570W_A,94,C1,2540442,2541055,613,18.200969893632223,22.817955560773633
2264,C1_11580W_A,337,C1,2541281,2541658,377,106.10007792754777,133.01416777753195
2266,C1_11590W_A,4454,C1,2542175,2547307,5132,103.01268739847565,129.1436081148973
2268,C1_11600W_A,230,C1,2547617,2548264,647,42.19400087643801,52.897227046490755
2270,C1_11610C_A,595,C1,2548322,2549842,1520,46.46228131406739,58.24822943350204
2272,C1_11620W_A,109,C1,2550020,2550913,893,14.487791634495535,18.162866463798956
2274,C1_11630C_A,127,C1,2550972,2552126,1154,13.062462730826747,16.375978634553153
2276,C1_11640C_A,352,C1,2552572,2553426,854,48.92287208839985,61.33299091984517
2278,C1_11650W_A,4116,C1,2554159,2554632,473,1032.8598071697766,1294.862269331844
2280,C1_11660W_A,6608,C1,2555723,2557429,1706,459.74621206764374,576.3686604340626
2282,C1_11670W_A,1394,C1,2558239,2559036,797,207.60203416330376,260.2638220681733
2284,C1_11680C_A,106,C1,2559106,2559327,221,56.92994231965122,71.37119073976842
2286,C1_11690W_A,1203,C1,2560903,2562321,1418,100.69700385162089,126.24051203959236
2288,C1_11700C_A,3774,C1,2562559,2563638,1079,415.1524482091593,520.462929697893
2290,C1_11710C_A,11,C1,2564631,2565422,791,1.6506057507701277,2.0693099812558384
2292,C1_11720W_A,366,C1,2568085,2568453,368,118.04848529704955,147.99349195490433
2294,C1_11730W_A,2644,C1,2568686,2572051,3365,93.26174441668643,116.91917255270528
2296,C1_11740W_A,173,C1,2572482,2573666,1184,17.342893331744207,21.742213280481625
2298,C1_11750W_A,380,C1,2574666,2576585,1919,23.503675046969775,29.46578209132976
2300,C1_11760C_A,419,C1,2576806,2577432,626,79.44504986523273,99.5976383644556
2302,C1_11770C_A,4187,C1,2578004,2580928,2924,169.96235686709826,213.07620026087838
2304,C1_11780W_A,24,C1,2583710,2583821,111,25.663472213448077,32.17344855377628
2306,C1_11790W_A,145,C1,2584053,2584727,674,25.53496447053949,32.01234263557302
2308,C1_11800C_A,33,C1,2584789,2585226,437,8.963129168369594,11.236779371899553
2310,C1_11810W_A,574,C1,2585501,2587936,2435,27.979508360842416,35.076986672746436
2312,C1_11820W_A,1,C1,2588555,2588663,108,1.0990144350666422,1.3777981440853266
2314,C1_11830W_A,1,C1,2589041,2589134,93,1.2762748278193263,1.6000236511958632
2316,C1_11850W_A,4341,C1,2593187,2594629,1442,357.31535337269327,447.95447177200805
2318,C1_11860W_A,9230,C1,2595221,2598883,3662,299.1648141594297,375.0530589705126
2320,C1_11870W_A,3734,C1,2600115,2601776,1661,266.8282656581547,334.51379479926425
2322,C1_11880W_A,448,C1,2602121,2602543,422,126.0064322897261,157.9701075910532
2324,C1_11890W_A,287,C1,2603042,2604070,1028,33.13720956160082,41.54302653119532
2326,C1_11900C_A,579,C1,2604245,2605468,1223,56.192617051175205,70.44683037280757
2328,C1_11910W_A,26,C1,2605723,2606970,1247,2.474765464047419,3.102531827258699
2330,C1_11920W_A,916,C1,2607298,2608521,1223,88.8988553003048,111.44956238599607
2332,C1_11930W_A,4055,C1,2610679,2613744,3065,157.0317721674014,196.86555276369592
2334,C1_11940C_A,252,C1,2613981,2615726,1745,17.140846340844547,21.488913632909025
2336,C1_11950W_A,140,C1,2616918,2617940,1022,16.259391642081827,20.383862953591134
2338,C1_11960C_A,75,C1,2618147,2618401,254,35.04731072456615,43.937657350752545
2340,C1_11970C_A,379,C1,2619019,2620410,1391,32.339941665095466,40.54351806879985
2342,C1_11980W_A,80,C1,2620858,2621370,512,18.54586859174959,23.25034368143989
2344,C1_11990W_A,146,C1,2623918,2624403,485,35.730432189960446,44.794064197809135
2346,C1_12000C_A,23,C1,2624649,2626028,1379,1.979660519728455,2.4818350905786453
2348,C1_12010C_A,318,C1,2626511,2629225,2714,13.907351421491807,17.43518771572088
2350,C1_12020W_A,5,C1,2631951,2632376,425,1.3963948116140867,1.750614112484886
2352,C1_12030W_A,3295,C1,2632863,2634254,1391,281.161234265144,352.4825647406214
2354,C1_12040W_A,31,C1,2634434,2634865,431,8.537123732257815,10.702710409275344
2356,C1_12050W_A,4678,C1,2635306,2638164,2858,194.27868052558054,243.56077310964488
2358,C1_12060C_A,113,C1,2638267,2638986,719,18.654203290060227,23.38615931907834
2360,C1_12070C_A,191,C1,2639138,2641018,1880,12.058760514124838,15.117670274570278
2362,C1_12080W_A,636,C1,2641810,2643402,1592,47.417778590362765,59.44610484983224
2364,C1_12090C_A,13,C1,2643534,2644889,1355,1.1387573924970964,1.4276225788160875
2366,C1_12100C_A,693,C1,2645318,2647321,2003,41.06571960964941,51.48273804089975
2368,C1_12110C_A,11,C1,2647733,2648113,380,3.4358661812083446,4.307432092561495
2370,C1_12120W_A,294,C1,2648544,2650742,2198,15.876208526949966,19.903478922200772
2372,C1_12130C_A,750,C1,2650824,2653223,2399,37.10719851621426,46.520070725682146
2374,C1_12140W_A,393,C1,2653555,2654043,488,95.58723090567328,119.83455825319182
2376,C1_12150C_A,124,C1,2654122,2654799,677,21.74003148362256,27.25476033322112
2378,C1_12160W_A,684,C1,2655467,2655976,509,159.50175706727504,199.96209135534627
2380,C1_12170C_A,407,C1,2656050,2657330,1280,37.74084258421041,47.31444939173017
2382,C1_12180C_A,459,C1,2657594,2658760,1166,46.72413685688129,58.576509089706526
2384,C1_12190W_A,222,C1,2659187,2661355,2168,12.154045246844012,15.23712560082555
2386,C1_12200W_A,286,C1,2661669,2664584,2915,11.645405787423138,14.599461089024896
2388,C1_12210W_A,558,C1,2664810,2666372,1562,42.4014122374239,53.15725182788612
2390,C1_12220W_A,71,C1,2666903,2668348,1445,5.832001860270598,7.3113883521427585
2392,C1_12230W_A,2218,C1,2669523,2672528,3005,87.60809112599127,109.83137391906006
2394,C1_12240C_A,530,C1,2672727,2674139,1412,44.55211491729079,55.85351683246749
2396,C1_12250C_A,2666,C1,2674414,2676231,1817,174.15356536041176,218.33058009367085
2398,C1_12260W_A,90,C1,2677427,2678068,641,16.66524229149417,20.892664524975626
2400,C1_12270W_A,88,C1,2678223,2679232,1009,10.351866393333367,12.97779342060153
2402,C1_12280C_A,45,C1,2679385,2680083,698,7.652163545019887,9.59326501469153
2404,C1_12290C_A,968,C1,2680478,2682487,2009,57.19032608243258,71.69762527389567
2406,C1_12300W_A,9,C1,2683626,2683973,347,3.0785072936160693,3.85942304337446
2408,C1_12310C_A,102,C1,2685652,2686530,878,13.78900115796598,17.286815894355307
2410,C1_12320C_A,867,C1,2687249,2687452,203,506.9325893689661,635.5246651210525
2412,C1_12330W_A,17,C1,2687808,2689043,1235,1.6338384637913808,2.048289386672599
2414,C1_12340C_A,1577,C1,2689209,2690219,1010,185.32647774535667,232.33769179013518
2416,C1_12350W_A,1109,C1,2690712,2693726,3014,43.67324383437355,54.751705147109405
2418,C1_12360C_A,706,C1,2693848,2694471,623,134.50666556173567,168.6265696472199
2420,C1_12370W_A,55,C1,2695803,2696300,497,13.135102101198902,16.467044217035898
2422,C1_12380C_A,1090,C1,2696433,2697707,1274,101.5510041570213,127.31114405158922
2424,C1_12390C_A,5442,C1,2698188,2699014,826,781.9980000100824,980.3650968669898
2426,C1_12400C_A,491,C1,2699565,2699942,377,154.58498000719868,193.79809014471275
2428,C1_12410C_A,2068,C1,2700195,2703026,2831,86.70373719022399,108.69761522168605
2430,C1_12420C_A,15,C1,2703220,2703618,398,4.473375338713468,5.608123099040776
2432,C1_12430W_A,819,C1,2704534,2707485,2951,32.94138421230588,41.297526750469444
2434,C1_12440W_A,134,C1,2707766,2708623,857,18.558852863809157,23.266621635009162
2436,C1_12450C_A,1230,C1,2708975,2716906,7931,18.4079028564182,23.077380590126694
2438,C1_12460C_A,42,C1,2718577,2718870,293,17.014093779734775,21.330008128228815
2440,C1_12470W_A,105,C1,2719965,2720702,737,16.910208539560006,21.199770629481147
2442,C1_12480W_A,36,C1,2720860,2721362,502,8.511888692308974,10.671074072119024
2444,C1_12490W_A,1214,C1,2723178,2727197,4019,35.853192488294994,44.947964734340715
2446,C1_12500C_A,2,C1,2727470,2727566,96,2.4727824788999446,3.100045824191985
2448,C1_12510W_A,402,C1,2729345,2733526,4181,11.412296271909433,14.307219379002284
2450,C1_12520W_A,125,C1,2734096,2736375,2279,6.510177653970896,8.16159497373932
2452,C1_12530C_A,204,C1,2736499,2737875,1376,17.59701019868333,22.060791214017385
2454,C1_12540W_A,38,C1,2738222,2738758,536,8.414841868495333,10.549409670384666
2456,C1_12550C_A,585,C1,2738857,2741595,2738,25.360018994707982,31.793019263444464
2458,C1_12560C_A,8,C1,2741867,2742981,1114,0.8523774433550977,1.0685974833839518
2460,C1_12570C_A,344,C1,2743121,2744461,1340,30.47058529223574,38.19996764855079
2462,C1_12580W_A,267,C1,2744834,2746261,1427,22.208255255488226,27.84175703072493
2464,C1_12590W_A,264,C1,2746753,2747097,344,91.09040573436077,114.19703687256056
2466,C1_12600C_A,526,C1,2747573,2749495,1922,32.483252875788665,40.7231826062431
2468,C1_12610W_A,454,C1,2749614,2750276,662,81.40011447158247,102.04863836977606
2470,C1_12620W_A,3888,C1,2752402,2756802,4400,104.8819448505053,131.4870345213648
2472,C1_12630C_A,120,C1,2756957,2757631,674,21.132384389411992,26.492973215646636
2474,C1_12640W_A,17,C1,2758065,2758466,401,5.0318965156667215,6.308322674664987
2476,C1_12650C_A,61,C1,2758614,2759110,496,14.597393343183546,18.300270510552686
2478,C1_12660W_A,118,C1,2759575,2761665,2090,6.701358832769994,8.401272511111676
2480,C1_12670C_A,129,C1,2761699,2764434,2735,5.598343367220643,7.018458407092056
2482,C1_12680W_A,1186,C1,2764631,2766184,1553,90.64427621301745,113.63773900811417
2484,C1_12690C_A,32,C1,2766270,2766920,650,5.843375211677408,7.325646747629061
2486,C1_12700W_A,271,C1,2767655,2769733,2078,15.479285122969435,19.405869143931348
2488,C1_12710C_A,343,C1,2770318,2771721,1403,29.017741078124512,36.378584782250066
2490,C1_12720C_A,12,C1,2772373,2772915,542,2.6279016749932995,3.2945136434217406
2492,C1_12730W_A,122,C1,2774634,2775641,1007,14.379954514834237,18.027674624099568
2494,C1_12740W_A,893,C1,2776562,2779384,2822,37.559655625643956,47.08730127858443
2496,C1_12750C_A,139,C1,2779463,2781025,1562,10.562358962369036,13.241681010889197
2498,C1_12760W_A,366,C1,2781193,2782158,965,45.01745346042926,56.43689641389097
2500,C1_12770W_A,2598,C1,2782398,2785190,2792,110.4462271664537,138.46279171204776
2502,C1_12780W_A,736,C1,2785529,2786701,1172,74.53793465407615,93.44574989509765
2504,C1_12790C_A,199,C1,2787011,2788024,1013,23.316898557208564,29.231626567306854
2506,C1_12800W_A,92,C1,2789387,2789872,485,22.51506685942713,28.22639661779754
2508,C1_12810W_A,472,C1,2790164,2791078,914,61.294704422272595,76.84314900754225
2510,C1_12820C_A,290,C1,2791182,2792130,948,36.30921108258147,45.51966020332535
2512,C1_12830C_A,602,C1,2792654,2796280,3626,19.705880449611918,24.70461228236393
2514,C1_12840W_A,38,C1,2797709,2798062,353,12.777210315902265,16.018367091575584
2516,C1_12850W_A,449,C1,2799737,2799970,233,228.7270728980756,286.74758627890844
2518,C1_12860C_A,190,C1,2800779,2802220,1441,15.650087583322344,19.61999855421992
2520,C1_12870C_A,48,C1,2802305,2802952,647,8.80570453073489,11.03942129665894
2522,C1_12880C_A,143,C1,2803586,2805145,1559,10.887221895554346,13.64895095397934
2524,C1_12890W_A,172,C1,2805473,2806783,1310,15.584192477708356,19.537388033991622
2526,C1_12900W_A,207,C1,2807779,2809950,2171,11.317165688783902,14.18795730500763
2528,C1_12910W_A,16,C1,2811809,2811973,164,11.579859413385106,14.517287762069785
2530,C1_12920C_A,179,C1,2812364,2813373,1009,21.0566373228031,26.398011616905386
2532,C1_12930C_A,65,C1,2813599,2815155,1556,4.958278492395777,6.21603018732583
2534,C1_12940C_A,3,C1,2815280,2815492,212,1.679625834724491,2.1056915032247447
2536,C1_12950W_A,388,C1,2815725,2819678,3953,11.650164656471686,14.605427126170385
2538,C1_12960C_A,2040,C1,2819824,2825022,5198,46.58231249208977,58.39870856192367
2540,C1_12970C_A,926,C1,2827148,2829403,2255,48.740680985430046,61.104583943984636
2542,C1_12980W_A,4,C1,2830700,2830795,95,4.997623536303046,6.265355770998538
2544,C1_12990W_A,5,C1,2830952,2831055,103,5.761823251805698,7.223407745690063
2546,C1_13000W_A,8,C1,2831214,2831305,91,10.434598592281086,13.081512049337608
2548,C1_13010W_A,922,C1,2831895,2835419,3524,31.054330699828594,38.93179001005689
2550,C1_13020C_A,230,C1,2835573,2836151,578,47.231000981064696,59.211947922282896
2552,C1_13030C_A,2659,C1,2836350,2838695,2345,134.5868543057389,168.72709963039293
2554,C1_13040C_A,1,C1,2839166,2839269,103,1.1523646503611393,1.4446815491380123
2556,C1_13050W_A,3740,C1,2839748,2840497,749,592.6754480802646,743.0176586901805
2558,C1_13060C_A,5916,C1,2840957,2843242,2285,307.30463674759716,385.2576860412034
2560,C1_13070C_A,760,C1,2843540,2844841,1301,69.33674468122213,86.92518959763537
2562,C1_13080W_A,13,C1,2848507,2849721,1214,1.271018341708044,1.5934337679537058
2564,C1_13090W_A,4,C1,2853410,2853805,395,1.2019600910095933,1.5068577170755981
2566,C1_13100W_A,5,C1,2854902,2855117,215,2.76031532528366,3.460516268865472
2568,C1_13110C_A,3835,C1,2856152,2859793,3641,125.01779695575442,156.73068808493835
2570,C1_13120C_A,560,C1,2861151,2866055,4904,13.553913750577184,16.992094566533556
2572,C1_13130C_A,901,C1,2866542,2868221,1679,63.69439943267708,79.8515674834157
2574,C1_13140C_A,2867,C1,2868818,2869627,809,420.6358882772495,527.337337629177
2576,C1_13150W_A,9,C1,2871131,2871499,368,2.9028316056651526,3.639184228399287
2578,C1_13160W_A,1506,C1,2874071,2875447,1376,129.90733999616222,162.8605469034813
2580,C1_13170C_A,1841,C1,2875520,2879164,3644,59.96565370346606,75.17696196273253
2582,C1_13180W_A,33,C1,2879441,2880202,761,5.147026868038782,6.4526577996322
2584,C1_13190W_A,567,C1,2880525,2881034,509,132.21856177945168,165.75804941298443
2586,C1_13200C_A,133,C1,2881257,2882471,1214,13.003495342089991,16.30205316444945
2588,C1_13210C_A,10,C1,2882858,2883161,303,3.9172791744949627,4.910963681888294
2590,C1_13220C_A,2005,C1,2883615,2886056,2441,97.49307077809533,122.223846833362
2592,C1_13240W_A,679,C1,2887954,2889222,1268,63.55909034093612,79.68193493853721
2594,C1_13250W_A,1161,C1,2891491,2892429,938,146.91175051613664,184.17841544836986
2596,C1_13260W_A,579,C1,2893242,2893804,562,122.28393354730832,153.30333371164352
2598,C1_13270W_A,267,C1,2894167,2895063,896,35.36962081426528,44.34172687817465
2600,C1_13280C_A,857,C1,2895365,2895955,590,172.40742381699684,216.14150004061273
2602,C1_13290W_A,76,C1,2896606,2898192,1586,5.687711527759772,7.1304963219750075
2604,C1_13300C_A,2913,C1,2898258,2901239,2981,115.98602392811334,145.4078521710232
2606,C1_13310W_A,264,C1,2902523,2904391,1868,16.774678572066435,21.02986117995762
2608,C1_13320C_A,686,C1,2904794,2906515,1721,47.31190090948134,59.31336949389522
2610,C1_13330C_A,498,C1,2907207,2908241,1034,57.16575664953992,71.66682338634934
2612,C1_13350W_A,3828,C1,2911530,2913284,1754,259.04158711687086,324.75189277099895
2614,C1_13360C_A,102,C1,2913583,2914710,1127,10.74245165633907,13.467457280606885
2616,C1_13370W_A,80,C1,2914941,2916115,1174,8.088147120081592,10.139843240968675
2618,C1_13380W_A,95,C1,2916409,2917254,845,13.344246276667159,16.729241370787516
2620,C1_13390W_A,104,C1,2917513,2919603,2090,5.9062823610854185,7.404511365725545
2622,C1_13400C_A,597,C1,2919985,2922180,2195,32.28248506394388,40.471486623255366
2624,C1_13410W_A,350,C1,2925344,2925812,468,88.76655052461341,111.2836962530456
2626,C1_13420C_A,1343,C1,2925999,2930585,4586,34.75914734404842,43.57639642623465
2628,C1_13430C_A,363,C1,2931984,2933711,1727,24.948327685207087,31.276895449172642
2630,C1_13440C_A,4,C1,2935419,2937365,1946,0.2439744275173635,0.3058626918010592
2632,C1_13450W_A,254,C1,2944587,2947346,2759,10.927206952790188,13.699078901249976
2634,C1_13460W_A,7,C1,2951046,2951402,356,2.3338621149168017,2.925885946428391
2636,C1_13470W_A,317,C1,2952022,2954022,2000,18.812929099470782,23.585148630452622
2638,C1_13480W_A,10779,C1,2955558,2957528,1970,649.4405443263961,814.1821873453501
2640,C1_13490C_A,175,C1,2957814,2959928,2114,9.825625743973292,12.318062877584047
2642,C1_13500C_A,14,C1,2960256,2960366,110,15.106452962006935,18.93846176233649
2644,C1_13510C_A,190,C1,2960894,2962522,1628,13.852442387940723,17.366350071640603
2646,C1_13520C_A,183,C1,2963189,2964004,815,26.651437171358427,33.41202763153668
2648,C1_13540W_A,145,C1,2966485,2968239,1754,9.812181330184501,12.301208059507536
2650,C1_13550C_A,953,C1,2968355,2969704,1349,83.85097236085922,105.12119805918323
2652,C1_13560W_A,213,C1,2969916,2971433,1517,16.665608480074514,20.893123603519353
2654,C1_13570W_A,821,C1,2976150,2978966,2816,34.604904804150934,43.38302764195942
2656,C1_13580W_A,1299,C1,2981409,2983799,2390,64.51168749973614,80.87617457322956
2658,C1_13590W_A,52,C1,2984915,2986141,1226,5.034310821642955,6.31134941042675
2660,C1_13600W_A,21,C1,2986247,2987143,896,2.781880288762438,3.4875515522159835
2662,C1_13610C_A,483,C1,2987589,2989826,2237,25.627621363798085,32.12850352618104
2664,C1_13620W_A,1323,C1,2993143,2996184,3041,51.63813829005659,64.73703058845373
2666,C1_13630W_A,1968,C1,2997002,2998684,1682,138.87569803020477,174.10388153179053
2668,C1_13640W_A,549,C1,2999684,3001459,1775,36.71141627265992,46.023891582595596
2670,C1_13650C_A,234,C1,3001541,3002887,1346,20.63469004680846,25.869030235753627
2672,C1_13660W_A,582,C1,3003281,3005827,2546,27.13262031836169,34.015271070159976
2674,C1_13670W_A,1453,C1,3006268,3008214,1946,88.6237107956823,111.10462279673474
2676,C1_13680C_A,980,C1,3008286,3008819,533,218.23581202148856,273.59503859285365
2678,C1_13690C_A,906,C1,3009398,3009805,407,264.21711165209047,331.240277155924
2680,C1_13700W_A,17252,C1,3011259,3013047,1788,1145.2468006974993,1435.7581358110103
2682,C1_13710C_A,10,C1,3013321,3013620,299,3.9696842470634572,4.976662192682786
2684,C1_13720W_A,1281,C1,3013880,3015796,1916,79.35618427066795,99.48623049995658
2686,C1_13730C_A,247,C1,3015898,3016878,980,29.915621499834437,37.504227848592016
2688,C1_13740W_A,688,C1,3017711,3019987,2276,35.879248059398854,44.98062974433924
2690,C1_13750C_A,92,C1,3020078,3020674,596,18.321824541647914,22.969467046362094
2692,C1_13760W_A,575,C1,3020866,3022500,1634,41.76792926416063,52.363075120990686
2694,C1_13770C_A,137,C1,3022624,3023331,707,23.000024867391847,28.83437247508698
2696,C1_13780W_A,4036,C1,3025935,3030620,4685,102.25127087989938,128.1890453423831
2698,C1_13790C_A,63,C1,3030836,3031201,365,20.486833469023104,25.68366732152483
2700,C1_13800C_A,176,C1,3031379,3033394,2015,10.367278601363145,12.997115197406396
2702,C1_13810W_A,1935,C1,3035056,3037140,2084,110.20731124770963,138.16327070583088
2704,C1_13820C_A,368,C1,3037435,3038457,1022,42.73897231632938,53.58043976372527
2706,C1_13830C_A,1873,C1,3038900,3040153,1253,177.42460972308112,222.43138050930264
2708,C1_13840W_A,828,C1,3041388,3043343,1955,50.270213218107116,63.02210804945588
2710,C1_13850C_A,77,C1,3043435,3044964,1529,5.977373474175407,7.49363594912595
2712,C1_13860C_A,12428,C1,3045790,3047977,2187,674.4963653831225,845.5938436885157
2714,C1_13870W_A,332,C1,3051419,3053002,1583,24.89340592782661,31.208041853647174
2716,C1_13880C_A,4671,C1,3053314,3056847,3533,156.92544976767587,196.732259878414
2718,C1_13890C_A,1,C1,3060917,3060989,72,1.648521652599963,2.06669721612799
2720,C1_13900C_A,1230,C1,3061337,3063046,1709,85.42602548522689,107.09579020497063
2722,C1_13910C_A,334,C1,3063729,3065366,1637,24.217256384681686,30.360375475532013
2724,C1_13920W_A,990,C1,3065854,3066933,1079,108.90326542847579,136.52843147877954
2726,C1_13930W_A,1342,C1,3067395,3069419,2024,78.69899019803302,98.66232796993623
2728,C1_13940W_A,5626,C1,3074020,3075138,1118,597.2897700017642,748.8024818706594
2730,C1_13950C_A,40,C1,3075627,3076121,494,9.610814492890475,12.048761098074113
2732,C1_13960W_A,604,C1,3076534,3078465,1931,37.12631259879193,46.54403342049406
2734,C1_13970C_A,780,C1,3078503,3080161,1658,55.838948136317214,70.00344732071648
2736,C1_13980C_A,290,C1,3080843,3082867,2024,17.006488194805943,21.32047325728875
2738,C1_13990W_A,81,C1,3083624,3084232,608,15.812793220333859,19.823977244175065
2740,C1_14000C_A,726,C1,3084235,3086670,2435,35.38871614977629,44.36566607040752
2742,C1_14010W_A,4,C1,3087546,3088738,1192,0.39830053351408506,0.49933624013830635
2744,C1_14020W_A,55,C1,3089131,3089538,407,16.039670133405046,20.108405346110175
2746,C1_14030W_A,711,C1,3089848,3090855,1007,83.80448901677987,105.06292342405568
2748,C1_14040W_A,449,C1,3091015,3093318,2303,23.14086321548051,29.010936866255175
2750,C1_14050C_A,781,C1,3093320,3096691,3371,27.499160358647618,34.47479022762063
2752,C1_14060W_A,4386,C1,3097094,3098602,1508,345.2187995476443,432.789421270219
2754,C1_14080W_A,1913,C1,3099207,3104663,5456,41.61671157304042,52.173498489846935
2756,C1_14090W_A,2773,C1,3104890,3105271,381,863.8772679041948,1083.0144340767717
2758,C1_14100W_A,440,C1,3105687,3106352,665,78.53408414190501,98.4555906871199
2760,C1_14110C_A,14580,C1,3106574,3107665,1091,1586.2072319278986,1988.5756824954342
2762,C1_14120C_A,121,C1,3108041,3108856,815,17.621988512209672,22.092105701726442
2764,C1_14130W_A,436,C1,3113601,3114746,1145,45.196848662373846,56.661798260864515
2766,C1_14140C_A,17566,C1,3115346,3118555,3209,649.7261007071078,814.5401799602081
2768,C1_14150C_A,811,C1,3119756,3120121,365,263.72733243456724,330.62625710724814
2770,C1_14160W_A,488,C1,3120934,3122688,1754,33.02306544227611,41.399927814066736
2772,C1_14170W_A,1921,C1,3123050,3124726,1676,136.04434774129243,170.55431107225212
2774,C1_14180W_A,273,C1,3125262,3126833,1571,20.625933547743397,25.858052501726146
2776,C1_14190C_A,225,C1,3126893,3127267,374,71.40655286662943,89.52003984297711
2778,C1_14200W_A,442,C1,3127604,3128596,992,52.88563817776334,66.30098004642859
2780,C1_14210C_A,3674,C1,3128660,3131260,2600,167.72312912267813,210.26895430304037
2782,C1_14220C_A,1139,C1,3132914,3134062,1148,117.76303457005034,147.6356317946204
2784,C1_14230C_A,887,C1,3135405,3138674,3269,32.20593050524443,40.37551269831691
2786,C1_14240W_A,1255,C1,3139007,3140692,1685,88.40380802904018,110.82893795212178
2788,C1_14250C_A,1067,C1,3140868,3143546,2678,47.2912723821283,59.287508189625356
2790,C1_14260C_A,2287,C1,3144084,3144923,839,323.5425141879861,405.6145773498205
2792,C1_14270W_A,119,C1,3145303,3146106,803,17.589705503706707,22.051633558884955
2794,C1_14280C_A,3233,C1,3146581,3147441,860,446.2049723321035,559.3924548621036
2796,C1_14290C_A,3055,C1,3147891,3150121,2230,162.60485323133986,203.85234065449
2798,C1_14300C_A,2212,C1,3150921,3154691,3770,69.64195025986221,87.30781576376876
2800,C1_14310W_A,414,C1,3155030,3156043,1013,48.508522626554495,60.813534667663504
2802,C1_14320C_A,1295,C1,3156047,3156742,695,221.16281854449,277.2645301176601
2804,C1_14330W_A,608,C1,3157023,3158294,1271,56.77866551079149,71.18153999466475
2806,C1_14340C_A,16138,C1,3158465,3160450,1985,964.9756448037234,1209.7581342664444
2808,C1_14350W_A,1229,C1,3162078,3162521,443,329.2875485220441,412.8169373831458
2810,C1_14360C_A,1771,C1,3162712,3164187,1475,142.51274099411967,178.66352232061848
2812,C1_14370W_A,16,C1,3164722,3165045,323,5.8795571015329955,7.371006789410045
2814,C1_14380C_A,629,C1,3165464,3167263,1799,41.49986025733582,52.02700584991907
2816,C1_14390W_A,252,C1,3167371,3167592,221,135.34288174105762,169.67490628699662
2818,C1_14400C_A,905,C1,3167604,3169514,1910,56.23961826356734,70.50575424235593
2820,C1_14410W_A,411,C1,3169513,3169746,233,209.36932508042108,262.47941639338836
2822,C1_14420W_A,2692,C1,3169830,3170801,971,329.06597404071607,412.53915676497587
2824,C1_14430C_A,702,C1,3170798,3171577,779,106.96133300258349,134.09389485490775
2826,C1_14440C_A,7602,C1,3171639,3172988,1349,668.8720796298549,838.5428621677974
2828,C1_14450C_A,2595,C1,3173044,3174396,1352,227.81788873652152,285.6077720868
2830,C1_14460W_A,2234,C1,3174488,3175426,938,282.6880711912568,354.3967098291631
